,Address,Coordinates
5475,"4400  CAM DE LA PLAZA , SAN DIEGO","(32.5441377, -117.0411224)"
5476,"100  47TH STREET, SAN DIEGO","(32.7042169, -117.093725)"
5477,"1400  ROSECRANS STREET, SAN DIEGO","(32.7249863, -117.2288863)"
5478,"1200  EAST MISSION BAY DRIVE, SAN DIEGO","(32.7672441, -117.2088033)"
5479,"4000  58TH STREET, SAN DIEGO","(32.7489912, -117.0726927)"
5480,"2100  GARNET AVENUE, SAN DIEGO","(32.8017988, -117.2316686)"
5481,"9500  EASTER WAY, SAN DIEGO","(32.8822916, -117.2116927)"
5482,"0  FIESTA BAY , SAN DIEGO","(32.7905905, -117.2220471)"
5483,"0  FIESTA BAY , SAN DIEGO","(32.7905905, -117.2220471)"
5484,"1600  PACIFIC BEACH DRIVE, SAN DIEGO","(32.7939611, -117.2390798)"
5485,"0  ALTA VIEW DRIVE, SAN DIEGO","(32.6769869, -117.0381405)"
5486,"4400  30TH STREET, SAN DIEGO","(32.7572951, -117.1302036)"
5487,"11800  RANCHO BERNARDO ROAD, SAN DIEGO","(33.0229553, -117.0772762)"
5488,"1600  SUNSET CLIFFS BOULEVARD, SAN DIEGO","(32.7396786, -117.2519666)"
5489,"11300  POWAY ROAD, SAN DIEGO","(32.9459442, -117.0860269)"
5490,"1800  GRAND AVENUE, SAN DIEGO","(32.798767, -117.236597)"
5491,"5500  COLLEGE AVENUE, SAN DIEGO","(32.7798911, -117.066095)"
5492,"5500  COLLEGE AVENUE, SAN DIEGO","(32.7798911, -117.066095)"
5493,"800 W LAUREL STREET, SAN DIEGO","(32.7305861, -117.1702642)"
5494,"0  IMPERIAL AVENUE, SAN DIEGO","(32.7041969, -117.0982829)"
5495,"4300  WEST POINT LOMA BOULEVARD, SAN DIEGO","(32.752873, -117.228646)"
5496,"3300  PALM STREET, SAN DIEGO","(32.7356283, -117.1231018)"
5497,"0  GREYLING DRIVE, SAN DIEGO","(32.8020883, -117.1404851)"
5498,"5100  FEDERAL BOULEVARD, SAN DIEGO","(32.7217451, -117.0846027)"
5499,"4000  43RD STREET, SAN DIEGO","(32.749731, -117.1021377)"
5500,"11900  CARMEL MTN ROAD, SAN DIEGO","(32.9820774, -117.0774241)"
5501,"3600  CAM DEL RIO SOUTH , SAN DIEGO","(32.7780039, -117.1146924)"
5502,"8800  VILLA LA JOLLA DRIVE, SAN DIEGO","(32.8686115, -117.234075)"
5503,"4600  PARK BOULEVARD, SAN DIEGO","(32.7609625, -117.1462661)"
5504,"4600  HOME AVENUE, SAN DIEGO","(32.7321377, -117.0960557)"
5505,"7900  SILVERTON AVENUE, SAN DIEGO","(32.890878, -117.1513486)"
5506,"4600  PACIFIC HIGHWAY, SAN DIEGO","(32.755467, -117.201201)"
5507,"7700  MIRAMAR ROAD, SAN DIEGO","(32.8857724, -117.1515811)"
5508,"1100  GARNET AVENUE, SAN DIEGO","(32.7977588, -117.2500049)"
5509,"1000  WEST MISSION BAY DRIVE, SAN DIEGO","(32.772225, -117.2466607)"
5510,"1900  BACON STREET, SAN DIEGO","(32.7470077, -117.2510052)"
5511,"3100  SALMON STREET, SAN DIEGO","(32.800821, -117.1067253)"
5512,"0  GENESEE AVENUE, SAN DIEGO","(32.8419881, -117.1975858)"
5513,"3000  PALM STREET, SAN DIEGO","(32.7356329, -117.1293159)"
5514,"2300  CORONADO AVENUE, SAN DIEGO","(32.5767911, -117.0839385)"
5515,"200 W SAN YSIDRO BOULEVARD, SAN DIEGO","(32.5537889, -117.0480025)"
5516,"9400  CARROLL CANYON ROAD, SAN DIEGO","(32.903128, -117.122448)"
5517,"4900  MURPHY CANYON ROAD, SAN DIEGO","(32.8280786, -117.1199567)"
5518,"4200  EL CAJON BOULEVARD, SAN DIEGO","(32.7552306, -117.1050371)"
5519,"10600  POMERADO ROAD, SAN DIEGO","(32.8995733, -117.0987841)"
5520,"4800  MIRAMAR ROAD, SAN DIEGO","(32.8759532, -117.1948477)"
5521,"4400  TEXAS STREET, SAN DIEGO","(32.7572867, -117.138861)"
5522,"4900  TEXAS STREET, SAN DIEGO","(32.7636784, -117.1391733)"
5523,"0  47TH STREET, SAN DIEGO","(32.7484076, -117.0933768)"
5524,"4900  COLLEGE AVENUE, SAN DIEGO","(32.7667259, -117.0673624)"
5525,"11400  SPRING CANYON ROAD, SAN DIEGO","(32.9245431, -117.085255)"
5526,"9200  SCRANTON ROAD, SAN DIEGO","(32.8900953, -117.2015121)"
5527,"5900  UNIVERSITY AVENUE, SAN DIEGO","(32.7505914, -117.0703326)"
5528,"4600  CONVOY STREET, SAN DIEGO","(32.8237433, -117.1552298)"
5529,"9300  CAMPUS POINT DRIVE, SAN DIEGO","(32.8778851, -117.2255213)"
5530,"1500  RIDGEWOOD DRIVE, SAN DIEGO","(32.6833497, -117.0649385)"
5531,"4800  SANTA MONICA AVENUE, SAN DIEGO","(32.7455974, -117.2468514)"
5532,"7000  FRIARS ROAD, SAN DIEGO","(32.7693892, -117.1701881)"
5533,"700  G STREET, SAN DIEGO","(32.7125715, -117.158306)"
5534,"3600  ARAGON DRIVE, SAN DIEGO","(32.7429726, -117.0504377)"
5535,"12100  RANCHO BERNARDO ROAD, SAN DIEGO","(33.0221865, -117.0685582)"
5536,"2100  PAN AMERICAN PLAZA, SAN DIEGO","(32.7289384, -117.1520725)"
5537,"1100  WEST MISSION BAY DRIVE, SAN DIEGO","(32.7716554, -117.2494147)"
5538,"100 S EVANS STREET, SAN DIEGO","(32.7052663, -117.1354747)"
5539,"6800  POTOMAC STREET, SAN DIEGO","(32.6866107, -117.048922)"
5540,"0  DIAMOND STREET, SAN DIEGO","(32.80219, -117.2435587)"
5541,"5000  CLAIREMONT MESA BOULEVARD, SAN DIEGO","(32.8344957, -117.1826726)"
5542,"0  MENKAR ROAD, SAN DIEGO","(32.9337302, -117.136704)"
5543,"6000  EL CAJON BOULEVARD, SAN DIEGO","(32.7605079, -117.0687279)"
5544,"3100  CLAIREMONT DRIVE, SAN DIEGO","(32.7972958, -117.1936439)"
5545,"8500  PHYLLIS PLACE, SAN DIEGO","(32.7849298, -117.1469765)"
5546,"3600  JEWELL STREET, SAN DIEGO","(32.7848776, -117.2348144)"
5547,"0  ARDATH LANE, SAN DIEGO","(32.8506113, -117.2504902)"
5548,"12300  PASEO LUCIDO , SAN DIEGO","(33.0082932, -117.0683013)"
5549,"6100  PARKSIDE AVENUE, SAN DIEGO","(32.6658356, -117.0557694)"
5550,"11300  CARMEL MTN ROAD, SAN DIEGO","(32.9789085, -117.0853114)"
5551,"8600  LAKE MURRAY BOULEVARD, SAN DIEGO","(32.7996697, -117.013183)"
5552,"1300  FASHION VALLEY ROAD, SAN DIEGO","(32.7682419, -117.1714658)"
5553,"1500  NATIONAL AVENUE, SAN DIEGO","(32.7046035, -117.1507485)"
5554,"6900  LINDA VISTA ROAD, SAN DIEGO","(32.7835407, -117.1717605)"
5555,"4400  IMPERIAL AVENUE, SAN DIEGO","(32.7041733, -117.1006312)"
5556,"8800  CLAIREMONT MESA BOULEVARD, SAN DIEGO","(32.8322848, -117.1376999)"
5557,"9300  TOWNE CENTRE DRIVE, SAN DIEGO","(32.8763517, -117.207963)"
5558,"3700  ROSECRANS STREET, SAN DIEGO","(32.7517781, -117.2044046)"
5559,"0 S EUCLID AVENUE, SAN DIEGO","(32.6891396, -117.0849713)"
5560,"500 W SAN YSIDRO BOULEVARD, SAN DIEGO","(32.5565512, -117.056457)"
5561,"8300  CAM SANTA FE , SAN DIEGO","(33.0330208, -117.1237446)"
5562,"1000  ISLAND AVENUE, SAN DIEGO","(32.7105889, -117.1553901)"
5563,"9000  MIRAMAR ROAD, SAN DIEGO","(32.8937835, -117.1309998)"
5564,"9500  BALBOA AVENUE, SAN DIEGO","(32.8224524, -117.1248621)"
5565,"4200  BAYARD STREET, SAN DIEGO","(32.7922256, -117.252185)"
5566,"0  HARBOR DRIVE, SAN DIEGO","(32.7293166, -117.1997426)"
5567,"3200  CHOLLAS PLACE, SAN DIEGO","(32.7406699, -117.0832258)"
5568,"0  ALVARADO ROAD, SAN DIEGO","(32.7737795, -117.0474042)"
5569,"4200  39TH STREET, SAN DIEGO","(32.7532731, -117.110369)"
5570,"5300  CLAIREMONT MESA BOULEVARD, SAN DIEGO","(32.8346597, -117.1771352)"
5571,"4000  INGRAHAM STREET, SAN DIEGO","(32.792368, -117.2386212)"
5572,"3200  EL CAJON BOULEVARD, SAN DIEGO","(32.7554146, -117.1257773)"
5573,"3600  MIDWAY DRIVE, SAN DIEGO","(32.7521033, -117.2150698)"
5574,"600  TOURMALINE STREET, SAN DIEGO","(32.805415, -117.2619672)"
5575,"4300  MONTEZUMA ROAD, SAN DIEGO","(32.7718518, -117.0945594)"
5576,"2800  MURRAY RIDGE ROAD, SAN DIEGO","(32.7958525, -117.1440191)"
5577,"3300  MADISON AVENUE, SAN DIEGO","(32.7609968, -117.1228975)"
5578,"6400  MIRAMAR ROAD, SAN DIEGO","(32.8784573, -117.175821)"
5579,"0  CLAIREMONT MESA BOULEVARD, SAN DIEGO","(32.8301131, -117.1526857)"
5580,"10300  SCRIPPS LAKE DRIVE, SAN DIEGO","(32.9117224, -117.1018936)"
5581,"7500  GIRARD AVENUE, SAN DIEGO","(32.8405665, -117.2728514)"
5582,"5300  LA JOLLA MESA DRIVE, SAN DIEGO","(32.8105235, -117.2598791)"
5583,"700  VENTURA PLACE, SAN DIEGO","(32.7721747, -117.2525503)"
5584,"10800  CLAIREMONT MESA BOULEVARD, SAN DIEGO","(32.8272665, -117.0970639)"
5585,"11900  CLAIREMONT MESA BOULEVARD, SAN DIEGO","(32.8281621, -117.0841009)"
5586,"16900  BERNARDO OAKS DRIVE, SAN DIEGO","(33.0188603, -117.0656252)"
5587,"9700  CARMEL MTN ROAD, SAN DIEGO","(32.9623906, -117.1178713)"
5588,"5300  NAPA STREET, SAN DIEGO","(32.7657516, -117.1983687)"
5589,"6400  CARDENO DRIVE, SAN DIEGO","(32.8315406, -117.2480769)"
5590,"6000  MIRAMAR ROAD, SAN DIEGO","(32.87787950000001, -117.1822501)"
5591,"8300  MIRA MESA BOULEVARD, SAN DIEGO","(32.9136598, -117.1448019)"
5592,"6300  RIVERDALE STREET, SAN DIEGO","(32.7889688, -117.0997399)"
5593,"600  MORENA BOULEVARD, SAN DIEGO","(32.7622657, -117.1979578)"
5594,"0  TORREY PINES ROAD, SAN DIEGO","(32.9177291, -117.2546215)"
5595,"1100 S WOODMAN STREET, SAN DIEGO","(32.6908993, -117.0481569)"
5596,"5200  MONTEZUMA ROAD, SAN DIEGO","(32.7708628, -117.0844814)"
5597,"17900  SAN PASQUAL VALLEY ROAD, SAN DIEGO","(33.0906104, -116.9444485)"
5598,"1800  CORONADO AVENUE, SAN DIEGO","(32.5765754, -117.0949043)"
5599,"4400  MISSION BAY DRIVE, SAN DIEGO","(32.8005227, -117.2137335)"
5600,"3000  MARTIN AVENUE, SAN DIEGO","(32.699106, -117.1294741)"
5601,"17100  CAM DEL SUR , SAN DIEGO","(33.0127144, -117.1469526)"
5602,"4700  COLLEGE AVENUE, SAN DIEGO","(32.7626285, -117.0671672)"
5603,"3300  VALLEY ROAD, SAN DIEGO","(32.6626882, -117.0654611)"
5604,"500  SEA WORLD DRIVE, SAN DIEGO","(32.7641067, -117.2262649)"
5605,"2200  GARNET AVENUE, SAN DIEGO","(32.8024058, -117.229851)"
5606,"3700  42ND STREET, SAN DIEGO","(32.7459324, -117.1045168)"
5607,"200 W ASH STREET, SAN DIEGO","(32.7198757, -117.1647818)"
5608,"900  GLENDALE AVENUE, SAN DIEGO","(32.7147911, -117.1391774)"
5609,"11700  BLACK MTN ROAD, SAN DIEGO","(32.931581, -117.1262292)"
5610,"4100  INGRAHAM STREET, SAN DIEGO","(32.793957, -117.239098)"
5611,"4900  SHAWLINE STREET, SAN DIEGO","(32.8304017, -117.1638067)"
5612,"3300  KEARNY VILLA ROAD, SAN DIEGO","(32.8049841, -117.1499468)"
5613,"7900  ENTRADA DE LUZ , SAN DIEGO","(32.990021, -117.1464508)"
5614,"11900  RANCHO BERNARDO ROAD, SAN DIEGO","(33.0233108, -117.0742392)"
5615,"900  CAM DE LA REINA , SAN DIEGO","(32.7713575, -117.1447586)"
5616,"0  BALBOA AVENUE, SAN DIEGO","(32.8212692, -117.1599797)"
5617,"0  BALBOA AVENUE, SAN DIEGO","(32.8212692, -117.1599797)"
5618,"4000  TAYLOR STREET, SAN DIEGO","(32.7557335, -117.2009277)"
5619,"8900  TOWNE CENTRE DRIVE, SAN DIEGO","(32.8674247, -117.2073906)"
5620,"4300  GENESEE AVENUE, SAN DIEGO","(32.8213478, -117.1830275)"
5621,"2000  MAIN STREET, SAN DIEGO","(32.6981191, -117.1448089)"
5622,"20  21ST STREET, SAN DIEGO","(32.7054509, -117.1451705)"
5623,"2200  EL CAJON BOULEVARD, SAN DIEGO","(32.7556053, -117.1410667)"
5624,"2100  NORTH HARBOR DRIVE, SAN DIEGO","(32.7275995, -117.1784225)"
5625,"3400  RIVIERA DRIVE, SAN DIEGO","(32.7806701, -117.2382091)"
5626,"3500  COLLEGE AVENUE, SAN DIEGO","(32.7442977, -117.0546726)"
5627,"5800  MARKET STREET, SAN DIEGO","(32.7100849, -117.0725799)"
5628,"4400  EXECUTIVE DRIVE, SAN DIEGO","(32.8751033, -117.2115497)"
5629,"900  NAUTILUS STREET, SAN DIEGO","(32.8327007, -117.2711552)"
5630,"4200  EUCLID AVENUE, SAN DIEGO","(32.7531147, -117.0922443)"
5631,"1000  SEA WORLD DRIVE, SAN DIEGO","(32.7672594, -117.2087673)"
5632,"1000  TORREY PINES ROAD, SAN DIEGO","(32.8423056, -117.2728362)"
5633,"12500  BLACK MTN ROAD, SAN DIEGO","(32.946954, -117.1300104)"
5634,"5300  EL CAJON BOULEVARD, SAN DIEGO","(32.7577983, -117.0815842)"
5635,"700  04TH AVENUE, SAN DIEGO","(32.715738, -117.1610838)"
5636,"12400  CREEKVIEW DRIVE, SAN DIEGO","(32.9450107, -117.0908025)"
5637,"15800  BERNARDO CENTER DRIVE, SAN DIEGO","(33.0052287, -117.0921782)"
5638,"800 S WOODMAN STREET, SAN DIEGO","(32.6952722, -117.0496667)"
5639,"0  08TH AVENUE, SAN DIEGO","(32.715738, -117.1610838)"
5640,"17600  POMERADO ROAD, SAN DIEGO","(33.0330901, -117.0600809)"
5641,"4300  GENESEE AVENUE, SAN DIEGO","(32.8213478, -117.1830275)"
5642,"4000  SYCAMORE DRIVE, SAN DIEGO","(32.7310222, -117.1075321)"
5643,"900 W LAUREL STREET, SAN DIEGO","(32.7303151, -117.171147)"
5644,"1300  G STREET, SAN DIEGO","(32.7126043, -117.1528227)"
5645,"4400  MONROE AVENUE, SAN DIEGO","(32.7590907, -117.100038)"
5646,"0  BORDELON STREET, SAN DIEGO","(32.8125283, -117.1080102)"
5647,"4100  ALPHA STREET, SAN DIEGO","(32.6918948, -117.1060344)"
5648,"0  BEYER BOULEVARD, SAN DIEGO","(32.5715283, -117.0648512)"
5649,"6900  MOHAWK STREET, SAN DIEGO","(32.7697337, -117.0492967)"
5650,"4000  30TH STREET, SAN DIEGO","(32.7503433, -117.1301643)"
5651,"900  PEARL STREET, SAN DIEGO","(32.8403936, -117.2736656)"
5652,"1300  NAUTILUS STREET, SAN DIEGO","(32.8320449, -117.2652739)"
5653,"6900  LA JOLLA BOULEVARD, SAN DIEGO","(32.8317582, -117.2769298)"
5654,"3400  EL CAJON BOULEVARD, SAN DIEGO","(32.7558081, -117.1196273)"
5655,"12600  NORTH TORREY PINES ROAD, SAN DIEGO","(32.9336768, -117.2606779)"
5656,"11100  KELOWNA ROAD, SAN DIEGO","(32.9251798, -117.1411537)"
5657,"4300  TAYLOR STREET, SAN DIEGO","(32.7596198, -117.1908979)"
5658,"4200  DEL SOL BOULEVARD, SAN DIEGO","(32.5736189, -117.0442383)"
5659,"2900  LEILANI WAY, SAN DIEGO","(32.5843059, -117.0705383)"
5660,"8200  GOLD COAST DRIVE, SAN DIEGO","(32.9063459, -117.1469131)"
5661,"1900  BROADWAY , SAN DIEGO","(32.7157937, -117.1467635)"
5662,"0  GOLFCREST DRIVE, SAN DIEGO","(32.8081055, -117.0407532)"
5663,"3600  41ST STREET, SAN DIEGO","(32.7440794, -117.106998)"
5664,"4700  LOGAN AVENUE, SAN DIEGO","(32.6967978, -117.0937357)"
5665,"4400  ALABAMA STREET, SAN DIEGO","(32.7572743, -117.1425583)"
5666,"2000  HOTEL SOUTH CIRCLE, SAN DIEGO","(32.7592417, -117.1793148)"
5667,"8900  PARK VILLAGE ROAD, SAN DIEGO","(32.9488754, -117.1363626)"
5668,"8000  CLAIREMONT MESA BOULEVARD, SAN DIEGO","(32.8331567, -117.150081)"
5669,"1500  GARNET AVENUE, SAN DIEGO","(32.7996027, -117.2427579)"
5670,"9100  JUDICIAL DRIVE, SAN DIEGO","(32.8717795, -117.203621)"
5671,"6000  ALLEGHANY STREET, SAN DIEGO","(32.6804173, -117.0632958)"
5672,"8300  CAM DEL ORO , SAN DIEGO","(32.8568988, -117.2568618)"
5673,"6400  CAM DE LA COSTA , SAN DIEGO","(32.8251797, -117.2793593)"
5674,"1200  COAST BOULEVARD, SAN DIEGO","(32.8500196, -117.2715637)"
5675,"5200  MURPHY CANYON ROAD, SAN DIEGO","(32.8317273, -117.1206045)"
5676,"0  CARDENO DR DRIVE, SAN DIEGO","(32.822121, -117.249023)"
5677,"2800  BEYER BOULEVARD, SAN DIEGO","(32.57684080000001, -117.0689119)"
5678,"900  15TH STREET, SAN DIEGO","(32.7147125, -117.1503945)"
5679,"0  FANUEL STREET, SAN DIEGO","(32.8009291, -117.2470721)"
5680,"2500  J STREET, SAN DIEGO","(32.7094803, -117.1402215)"
5681,"5100  MARLBOROUGH DRIVE, SAN DIEGO","(32.770302, -117.1067351)"
5682,"7800  CIVITA BOULEVARD, SAN DIEGO","(32.7778431, -117.1531423)"
5683,"700  FLICKER STREET, SAN DIEGO","(32.7120624, -117.0477277)"
5684,"6900  EL CAJON BOULEVARD, SAN DIEGO","(32.7689649, -117.0492784)"
5685,"3300  COWLEY WAY, SAN DIEGO","(32.8018785, -117.1947138)"
5686,"700  DENNERY ROAD, SAN DIEGO","(32.5808335, -117.033751)"
5687,"3000  NORTH MISSION BAY DRIVE, SAN DIEGO","(32.7973922, -117.2141197)"
5688,"1900  PARK BOULEVARD, SAN DIEGO","(32.7259299, -117.1504866)"
5689,"11600  ANGELIQUE STREET, SAN DIEGO","(32.9293208, -117.0716988)"
5690,"1700  UNIVERSITY AVENUE, SAN DIEGO","(32.7485664, -117.1478166)"
5691,"1800  HORNBLEND STREET, SAN DIEGO","(32.7996869, -117.2368587)"
5692,"2100  PAN AMERICAN PLAZA, SAN DIEGO","(32.7289384, -117.1520725)"
5693,"8000  SHADY SANDS ROAD, SAN DIEGO","(32.8138616, -117.0502386)"
5694,"3100  MISSION BOULEVARD, SAN DIEGO","(32.7702375, -117.2510005)"
5695,"5900  SALLISAW COURT, SAN DIEGO","(32.8002728, -117.0645355)"
5696,"3700  UNIVERSITY AVENUE, SAN DIEGO","(32.7497179, -117.1131211)"
5697,"4100  MARLBOROUGH AVENUE, SAN DIEGO","(32.7514716, -117.1056855)"
5698,"800  06TH AVENUE, SAN DIEGO","(32.712074, -117.158949)"
5699,"0  10TH AVENUE, SAN DIEGO","(32.7128613, -117.1552973)"
5700,"5000  EL CAJON BOULEVARD, SAN DIEGO","(32.75681, -117.0868611)"
5701,"1700  ORO VISTA ROAD, SAN DIEGO","(32.565648, -117.0793553)"
5702,"10600  WESTVIEW PARKWAY, SAN DIEGO","(32.9137406, -117.1203895)"
5703,"4600  EVERTS STREET, SAN DIEGO","(32.8000561, -117.2487549)"
5704,"6600  MIRAMAR ROAD, SAN DIEGO","(32.8779022, -117.1725414)"
5705,"0  AERO DRIVE, SAN DIEGO","(32.809844, -117.1293804)"
5706,"0  AERO DRIVE, SAN DIEGO","(32.809844, -117.1293804)"
5707,"7700  WESTSIDE DRIVE, SAN DIEGO","(32.776389, -117.1533802)"
5708,"0  54TH STREET, SAN DIEGO","(32.7475387, -117.0795338)"
5709,"6100  MISSION GORGE ROAD, SAN DIEGO","(32.7850022, -117.0977572)"
5710,"3300  EL CAJON BOULEVARD, SAN DIEGO","(32.7556591, -117.1217989)"
5711,"0  CORONADO AVENUE, SAN DIEGO","(32.7374296, -117.2462246)"
5712,"1100  G STREET, SAN DIEGO","(32.7126032, -117.1546784)"
5713,"900  CAM DEL RIO NORTH , SAN DIEGO","(32.7659791, -117.1562976)"
5714,"1800  EAST MISSION BAY DRIVE, SAN DIEGO","(32.7779648, -117.2099184)"
5715,"900  UNIVERSITY AVENUE, SAN DIEGO","(32.7483901, -117.1563155)"
5716,"200  22ND STREET, SAN DIEGO","(32.7073374, -117.1439958)"
5717,"7400  VIA CAPRI , SAN DIEGO","(32.8443912, -117.2529998)"
5718,"6800  CHARLENE AVENUE, SAN DIEGO","(32.7316912, -117.0512087)"
5719,"4500  MISSION GORGE PLACE, SAN DIEGO","(32.783196, -117.0983648)"
5720,"1100  GARNET AVENUE, SAN DIEGO","(32.7977588, -117.2500049)"
5721,"4300  INGRAHAM STREET, SAN DIEGO","(32.7969042, -117.2399557)"
5722,"4300  IOWA STREET, SAN DIEGO","(32.7554089, -117.1264864)"
5723,"5600  BETHUNE COURT, SAN DIEGO","(32.7212572, -117.0756743)"
5724,"7000  FULTON STREET, SAN DIEGO","(32.7906811, -117.1701138)"
5725,"5100  CAYWOOD STREET, SAN DIEGO","(32.8376502, -117.2007859)"
5726,"4900  DIANE COURT, SAN DIEGO","(32.8423169, -117.1858613)"
5727,"8800  RIO SAN DIEGO DRIVE, SAN DIEGO","(32.7759917, -117.1399427)"
5728,"11800  CARMEL MTN ROAD, SAN DIEGO","(32.9810853, -117.0790002)"
5729,"8000  LINDA VISTA ROAD, SAN DIEGO","(32.8065078, -117.1551041)"
5730,"3200  ASHFORD STREET, SAN DIEGO","(32.8019562, -117.1594273)"
5731,"5300  RILEY STREET, SAN DIEGO","(32.7660808, -117.1952307)"
5732,"6800  AMHERST STREET, SAN DIEGO","(32.7678396, -117.0513216)"
5733,"8800  KELSO ROAD, SAN DIEGO","(32.8859725, -117.1328473)"
5734,"4700  MONROE AVENUE, SAN DIEGO","(32.7589164, -117.0928992)"
5735,"5100  BELLVALE AVENUE, SAN DIEGO","(32.8272664, -117.1822392)"
5736,"900  WORTHINGTON STREET, SAN DIEGO","(32.7099118, -117.0208595)"
5737,"0  CARMEL MTN ROAD, SAN DIEGO","(32.9824458, -117.0776775)"
5738,"0  06TH AVENUE, SAN DIEGO","(32.712074, -117.158949)"
5739,"1500  47TH STREET, SAN DIEGO","(32.7203086, -117.0935577)"
5740,"2300  FENTON PARKWAY, SAN DIEGO","(32.7800723, -117.1303255)"
5741,"4900  EL CAJON BOULEVARD, SAN DIEGO","(32.7565224, -117.0889725)"
5742,"4200  BALBOA AVENUE, SAN DIEGO","(32.8117985, -117.2009211)"
5743,"2300  ROLL DRIVE, SAN DIEGO","(32.5565461, -116.9376464)"
5744,"1600  48TH STREET, SAN DIEGO","(32.7214832, -117.0919884)"
5745,"4300  HOME AVENUE, SAN DIEGO","(32.7260614, -117.1029693)"
5746,"1700  04TH AVENUE, SAN DIEGO","(32.7548564, -117.1616766)"
5747,"17900  WEST BERNARDO DRIVE, SAN DIEGO","(33.0381086, -117.0787113)"
5748,"5500  GRAPE STREET, SAN DIEGO","(32.72713340000001, -117.0780147)"
5749,"2200  HONEY DRIVE, SAN DIEGO","(32.6857988, -117.0421686)"
5750,"1700  HANCOCK STREET, SAN DIEGO","(32.742027, -117.1833212)"
5751,"0  REAGAN ROAD, SAN DIEGO","(32.9140506, -117.1493543)"
5752,"7500  GIRARD AVENUE, SAN DIEGO","(32.8405665, -117.2728514)"
5753,"4500  LOGAN AVENUE, SAN DIEGO","(32.696843, -117.0979677)"
5754,"8300  CAM DEL ORO , SAN DIEGO","(32.8568988, -117.2568618)"
5755,"4200  COLLEGE AVENUE, SAN DIEGO","(32.7528968, -117.0645322)"
5756,"5300  UNIVERSITY AVENUE, SAN DIEGO","(32.7491431, -117.0812933)"
5757,"2000  RIMBEY AVENUE, SAN DIEGO","(32.5685408, -117.0911461)"
5758,"3900  SORRENTO VALLEY BOULEVARD, SAN DIEGO","(32.9025449, -117.2213)"
5759,"3000  DEL MAR HEIGHTS ROAD, SAN DIEGO","(32.9511815, -117.2417072)"
5760,"1500  FERN STREET, SAN DIEGO","(32.7213042, -117.129305)"
5761,"3000  COMMERCIAL STREET, SAN DIEGO","(32.7054253, -117.1295276)"
5762,"1000  SANTA CLARA PLACE, SAN DIEGO","(32.7829377, -117.2498227)"
5763,"3500  RIVIERA DRIVE, SAN DIEGO","(32.7823139, -117.2390725)"
5764,"0  PORTE DE MERANO , SAN DIEGO","(32.8602003, -117.2230758)"
5765,"4300  DERRICK DRIVE, SAN DIEGO","(32.8229484, -117.1839434)"
5766,"1200  COAST BOULEVARD, SAN DIEGO","(32.8500196, -117.2715637)"
5767,"0  GARNET AVENUE, SAN DIEGO","(32.7979093, -117.2506524)"
5768,"1700  G STREET, SAN DIEGO","(32.712644, -117.1485776)"
5769,"900  WASHINGTON STREET, SAN DIEGO","(32.7505093, -117.1561249)"
5770,"2700  DUSK DRIVE, SAN DIEGO","(32.6741816, -117.0486115)"
5771,"400  16TH STREET, SAN DIEGO","(32.7094182, -117.1494468)"
5772,"300  DOLO STREET, SAN DIEGO","(32.7074878, -117.041752)"
5773,"7000  DRAPER AVENUE, SAN DIEGO","(32.8334674, -117.2745227)"
5774,"500 W GRAPE STREET, SAN DIEGO","(32.7259718, -117.1671658)"
5775,"7700  FAY AVENUE, SAN DIEGO","(32.8434195, -117.2747793)"
5776,"0  COLLEGE AVENUE, SAN DIEGO","(32.7659306, -117.0669136)"
5777,"1100  F STREET, SAN DIEGO","(32.7136317, -117.1546731)"
5778,"4500  CHEROKEE AVENUE, SAN DIEGO","(32.7593335, -117.1141988)"
5779,"3000  CARMEL VALLEY ROAD, SAN DIEGO","(32.9326586, -117.2409582)"
5780,"1900  ABBOTT STREET, SAN DIEGO","(32.7478394, -117.252636)"
5781,"3700  GAINES STREET, SAN DIEGO","(32.7641365, -117.1954724)"
5782,"2800  BOSTON AVENUE, SAN DIEGO","(32.6938426, -117.1337791)"
5783,"0  CORONADO AVENUE, SAN DIEGO","(32.7374296, -117.2462246)"
5784,"7200  MESA COLLEGE DRIVE, SAN DIEGO","(32.802974, -117.1635048)"
5785,"4600  NIMITZ BOULEVARD, SAN DIEGO","(32.7512481, -117.2361204)"
5786,"9100  REGENTS ROAD, SAN DIEGO","(32.871745, -117.2192795)"
5787,"4700  OREGON STREET, SAN DIEGO","(32.7628699, -117.1351501)"
5788,"2800  IRIS AVENUE, SAN DIEGO","(32.569628, -117.0732541)"
5789,"18200  POMERADO ROAD, SAN DIEGO","(33.0428946, -117.0630314)"
5790,"3300  MURPHY CANYON ROAD, SAN DIEGO","(32.80357730000001, -117.1137783)"
5791,"8900  MIRAMAR ROAD, SAN DIEGO","(32.89404010000001, -117.1335177)"
5792,"3900  30TH STREET, SAN DIEGO","(32.7483872, -117.1303296)"
5793,"4300  PACIFIC HIGHWAY, SAN DIEGO","(32.7475488, -117.1986366)"
5794,"0  01ST AVENUE, SAN DIEGO","(32.715738, -117.1610838)"
5795,"6100  NANCY RIDGE DRIVE, SAN DIEGO","(32.8888474, -117.1870579)"
5796,"2000  GARNET AVENUE, SAN DIEGO","(32.801394, -117.2335118)"
5797,"0  13TH STREET, SAN DIEGO","(32.7087559, -117.1529936)"
