,Address,Coordinates
5152,"4100  WEST POINT LOMA BOULEVARD, SAN DIEGO","(32.753799, -117.2234993)"
5153,"4900  BRIGHTON AVENUE, SAN DIEGO","(32.749169, -117.2464383)"
5154,"3300  MURPHY CANYON ROAD, SAN DIEGO","(32.80357730000001, -117.1137783)"
5155,"6500  BISBY LAKE AVENUE, SAN DIEGO","(32.8003154, -117.0142282)"
5156,"2000  BAYVIEW HEIGHTS DRIVE, SAN DIEGO","(32.7252145, -117.0760526)"
5157,"4100  BALBOA AVENUE, SAN DIEGO","(32.8117919, -117.2025618)"
5158,"2900  EL CAJON BOULEVARD, SAN DIEGO","(32.755639, -117.131209)"
5159,"0  14TH STREET, SAN DIEGO","(32.7110276, -117.1519048)"
5160,"0  BALBOA AVENUE, SAN DIEGO","(32.8212692, -117.1599797)"
5161,"2700  GRANDVIEW STREET, SAN DIEGO","(32.7902037, -117.1932161)"
5162,"4000  05TH AVENUE, SAN DIEGO","(32.715738, -117.1610838)"
5163,"1900 S WOODMAN STREET, SAN DIEGO","(32.6888898, -117.0465351)"
5164,"6000  EL CAJON BOULEVARD, SAN DIEGO","(32.7605079, -117.0687279)"
5165,"1000  CAM DEL RIO SOUTH , SAN DIEGO","(32.7649034, -117.153255)"
5166,"9000  GILMAN DRIVE, SAN DIEGO","(32.8775931, -117.2338477)"
5167,"10200  SAN DIEGO MISSION ROAD, SAN DIEGO","(32.78639709999999, -117.115262)"
5168,"0  I-5 , SAN DIEGO","(32.7225886, -117.1612093)"
5169,"1200 S EUCLID AVENUE, SAN DIEGO","(32.6942586, -117.0855308)"
5170,"3900  UNIVERSITY AVENUE, SAN DIEGO","(32.7498313, -117.1105735)"
5171,"4100  GENESEE AVENUE, SAN DIEGO","(32.8172508, -117.1809218)"
5172,"0  FRIARS ROAD, SAN DIEGO","(32.7678939, -117.1667805)"
5173,"10000  CARMEL MTN ROAD, SAN DIEGO","(32.9608523, -117.1107592)"
5174,"700  STORK STREET, SAN DIEGO","(32.7123804, -117.0614271)"
5175,"200  BROADWAY , SAN DIEGO","(32.7159627, -117.1627076)"
5176,"500  ROSECRANS STREET, SAN DIEGO","(32.7114312, -117.2380879)"
5177,"7600  FRIARS ROAD, SAN DIEGO","(32.7728199, -117.157371)"
5178,"1500  PALM AVENUE, SAN DIEGO","(32.5841382, -117.1014913)"
5179,"9300  FROST-MAR PLACE, SAN DIEGO","(32.8769143, -117.1728075)"
5180,"2800  GOLF COURSE DRIVE, SAN DIEGO","(32.7240061, -117.1367361)"
5181,"3700  SWIFT AVENUE, SAN DIEGO","(32.7463227, -117.1195902)"
5182,"4000  HOME AVENUE, SAN DIEGO","(32.7218971, -117.1090896)"
5183,"0  I-8 WB , SAN DIEGO","(32.7595499, -117.1737903)"
5184,"0  APPLETON STREET, SAN DIEGO","(32.8360666, -117.2005526)"
5185,"4100  BACHMAN PLACE, SAN DIEGO","(32.7518899, -117.163178)"
5186,"5500  SORRENTO VALLEY BOULEVARD, SAN DIEGO","(32.9131884, -117.1979583)"
5187,"0  ADERMAN AVENUE, SAN DIEGO","(32.907952, -117.1621256)"
5188,"4300  INGRAHAM STREET, SAN DIEGO","(32.7969042, -117.2399557)"
5189,"7900  HERSCHEL AVENUE, SAN DIEGO","(32.8472242, -117.2731803)"
5190,"700  PACIFIC BEACH DRIVE, SAN DIEGO","(32.790889, -117.2538142)"
5191,"1500  07TH AVENUE, SAN DIEGO","(32.7123709, -117.1576329)"
5192,"11700  CARMEL MTN ROAD, SAN DIEGO","(32.980523, -117.0799529)"
5193,"0  DOWDY DRIVE, SAN DIEGO","(32.8913988, -117.1469057)"
5194,"2800  BEYER BOULEVARD, SAN DIEGO","(32.57684080000001, -117.0689119)"
5195,"900  CESAR E CHAVEZ PARKWAY, SAN DIEGO","(32.7014668, -117.1442719)"
5196,"3600  CARMEL MTN ROAD, SAN DIEGO","(32.9563499, -117.1456696)"
5197,"10500  CAM SANTA FE , SAN DIEGO","(33.0330208, -117.1237446)"
5198,"4000  BRANT STREET, SAN DIEGO","(32.7499396, -117.1672613)"
5199,"3700  30TH STREET, SAN DIEGO","(32.74528480000001, -117.1302666)"
5200,"400  BEECH STREET, SAN DIEGO","(32.7209161, -117.16112)"
5201,"3700  MARKET STREET, SAN DIEGO","(32.71183980000001, -117.1147516)"
5202,"0  MORENA BOULEVARD, SAN DIEGO","(32.7690283, -117.1999752)"
5203,"1600  G STREET, SAN DIEGO","(32.7126378, -117.1494626)"
5204,"1800  ROSECRANS STREET, SAN DIEGO","(32.7300979, -117.2249181)"
5205,"4500  UNIVERSITY AVENUE, SAN DIEGO","(32.7496047, -117.0976821)"
5206,"4700  EL CAJON BOULEVARD, SAN DIEGO","(32.7559604, -117.0929375)"
5207,"7000  CARROLL ROAD, SAN DIEGO","(32.8855254, -117.1703646)"
5208,"0  25TH STREET, SAN DIEGO","(32.7125073, -117.1402608)"
5209,"9300  GENESEE AVENUE, SAN DIEGO","(32.8751283, -117.2141477)"
5210,"4600  MISSION BOULEVARD, SAN DIEGO","(32.797378, -117.2559917)"
5211,"4300  LA JOLLA VILLAGE DRIVE, SAN DIEGO","(32.8726719, -117.2139641)"
5212,"4800  SANTO ROAD, SAN DIEGO","(32.8220461, -117.1041283)"
5213,"3700  JOHN J MONTGOMERY DRIVE, SAN DIEGO","(32.809787, -117.1402085)"
5214,"7300  CLAIREMONT MESA BOULEVARD, SAN DIEGO","(32.8333842, -117.1612834)"
5215,"1000  PARK BOULEVARD, SAN DIEGO","(32.7157768, -117.1538378)"
5216,"5100  COLLEGE AVENUE, SAN DIEGO","(32.7708564, -117.0700634)"
5217,"2700  MIDWAY DRIVE, SAN DIEGO","(32.7497828, -117.2058942)"
5218,"1200  DENNERY ROAD, SAN DIEGO","(32.5759569, -117.0352306)"
5219,"0  BALBOA AVENUE, SAN DIEGO","(32.8212692, -117.1599797)"
5220,"2600  UNIVERSITY AVENUE, SAN DIEGO","(32.7484481, -117.1363327)"
5221,"6300  GENESEE AVENUE, SAN DIEGO","(32.8523199, -117.2039975)"
5222,"0  10TH AVENUE, SAN DIEGO","(32.7128613, -117.1552973)"
5223,"8900  GOLD COAST DRIVE, SAN DIEGO","(32.9055178, -117.132962)"
5224,"100  16TH STREET, SAN DIEGO","(32.7068352, -117.1496831)"
5225,"5400  REDDING ROAD, SAN DIEGO","(32.7762491, -117.0821079)"
5226,"3800  MIDWAY DRIVE, SAN DIEGO","(32.753901, -117.21769)"
5227,"0  BALBOA AVENUE, SAN DIEGO","(32.8212692, -117.1599797)"
5228,"4300  DAWES STREET, SAN DIEGO","(32.7948658, -117.2491016)"
5229,"0  ECKSTROM AVENUE, SAN DIEGO","(32.8201984, -117.1650846)"
5230,"5000  NEWPORT AVENUE, SAN DIEGO","(32.7468683, -117.2510786)"
5231,"100  ISLAND AVENUE, SAN DIEGO","(32.7105694, -117.1635721)"
5232,"4300  EL CAJON BOULEVARD, SAN DIEGO","(32.7554072, -117.1011965)"
5233,"7300  CONESTOGA WAY, SAN DIEGO","(32.8032228, -117.0768525)"
5234,"0  MARINERS WAY, SAN DIEGO","(32.7672228, -117.2451981)"
5235,"200  MARINE STREET, SAN DIEGO","(32.8368068, -117.2810394)"
5236,"2600  EAST MISSION BAY DRIVE, SAN DIEGO","(32.7896111, -117.2089438)"
5237,"1000  C STREET, SAN DIEGO","(32.7168273, -117.1556336)"
5238,"1300 S 40TH STREET, SAN DIEGO","(32.6929331, -117.1081298)"
5239,"1000  MYRTLE WAY, SAN DIEGO","(32.7415995, -117.1533859)"
5240,"2300  MONTCLIFF ROAD, SAN DIEGO","(32.6855502, -117.0350431)"
5241,"8200  PASEO DEL OCASO , SAN DIEGO","(32.8556677, -117.2549124)"
5242,"1600  GARNET AVENUE, SAN DIEGO","(32.7998425, -117.2407445)"
5243,"2900  SUNSET CLIFFS BOULEVARD, SAN DIEGO","(32.7543192, -117.2368453)"
5244,"7900  ROSELAND DRIVE, SAN DIEGO","(32.8502883, -117.2572427)"
5245,"2600  HOWARD AVENUE, SAN DIEGO","(32.7540541, -117.1363626)"
5246,"1500  PACIFIC HIGHWAY, SAN DIEGO","(32.7209502, -117.1711072)"
5247,"8600  CLAIREMONT MESA BOULEVARD, SAN DIEGO","(32.832242, -117.1403265)"
5248,"2800  CLAY AVENUE, SAN DIEGO","(32.7032465, -117.1338425)"
5249,"3700  SPORTS ARENA BOULEVARD, SAN DIEGO","(32.7549845, -117.2148017)"
5250,"3400  MURPHY CANYON ROAD, SAN DIEGO","(32.8059214, -117.1142995)"
5251,"2600  MISSION BOULEVARD, SAN DIEGO","(32.7598121, -117.249047)"
5252,"10200  NORTH TORREY PINES ROAD, SAN DIEGO","(32.8893136, -117.2430086)"
5253,"4700  VOLTAIRE STREET, SAN DIEGO","(32.7488588, -117.2414457)"
5254,"5500  ADOBE FALLS ROAD, SAN DIEGO","(32.7815881, -117.0831478)"
5255,"1600  EUCLID AVENUE, SAN DIEGO","(32.72141, -117.0850014)"
5256,"7800  CAMTO SANTALUZ SUR , SAN DIEGO","(32.9848394, -117.1572066)"
5257,"3200  ALTA VIEW DRIVE, SAN DIEGO","(32.6786183, -117.0348534)"
5258,"3000  IRIS AVENUE, SAN DIEGO","(32.5694644, -117.0685576)"
5259,"17000  WEST BERNARDO DRIVE, SAN DIEGO","(33.0239271, -117.0821984)"
5260,"12800  CARMEL COUNTRY ROAD, SAN DIEGO","(32.9527527, -117.2289956)"
5261,"3300  EL CAJON BOULEVARD, SAN DIEGO","(32.7556591, -117.1217989)"
5262,"4200  CAM DE LA PLAZA , SAN DIEGO","(32.5452915, -117.044865)"
5263,"2100  CRANDALL DRIVE, SAN DIEGO","(32.7815314, -117.1662195)"
5264,"800  TOYNE STREET, SAN DIEGO","(32.7133813, -117.1037328)"
5265,"4300  GENESEE AVENUE, SAN DIEGO","(32.8213478, -117.1830275)"
5266,"3100  CARMEL VALLEY ROAD, SAN DIEGO","(32.9333658, -117.2397147)"
5267,"5900  FAIRMOUNT AVENUE, SAN DIEGO","(32.7820515, -117.1021)"
5268,"3000  46TH STREET, SAN DIEGO","(32.7368868, -117.0954885)"
5269,"6900  EL CAJON BOULEVARD, SAN DIEGO","(32.7689649, -117.0492784)"
5270,"13800  MANGO DRIVE, SAN DIEGO","(32.9488429, -117.2477974)"
5271,"2200  MORLEY FIELD DRIVE, SAN DIEGO","(32.7402467, -117.1423534)"
5272,"800  THOMAS AVENUE, SAN DIEGO","(32.7936813, -117.2545844)"
5273,"700  10TH AVENUE, SAN DIEGO","(32.7126041, -117.1555992)"
5274,"9400  FRIARS ROAD, SAN DIEGO","(32.7869076, -117.1197976)"
5275,"600  HOLLISTER STREET, SAN DIEGO","(32.5856701, -117.084084)"
5276,"9800  FRIARS ROAD, SAN DIEGO","(32.78832750000001, -117.1140404)"
5277,"5000  MISSION CITY PARKWAY, SAN DIEGO","(32.7743583, -117.1240347)"
5278,"4000  UNIVERSITY AVENUE, SAN DIEGO","(32.7497451, -117.1093008)"
5279,"6200  EL CAJON BOULEVARD, SAN DIEGO","(32.7634434, -117.0643044)"
5280,"3200  LOGAN AVENUE, SAN DIEGO","(32.6970266, -117.1253233)"
5281,"10000  BLACK MTN ROAD, SAN DIEGO","(32.9011578, -117.1239432)"
5282,"0  06TH AVENUE, SAN DIEGO","(32.712074, -117.158949)"
5283,"5500  MONTEZUMA ROAD, SAN DIEGO","(32.7707625, -117.0759513)"
5284,"0  19TH STREET, SAN DIEGO","(32.7115416, -117.1467184)"
5285,"4000  LOCKRIDGE STREET, SAN DIEGO","(32.710394, -117.108596)"
5286,"11500  WINDCREST LANE, SAN DIEGO","(32.97635959999999, -117.0832735)"
5287,"3800  IMPERIAL AVENUE, SAN DIEGO","(32.7051238, -117.1090226)"
5288,"5800  FAIRMOUNT AVENUE, SAN DIEGO","(32.7812987, -117.1013513)"
5289,"1700  COLGATE CIRCLE, SAN DIEGO","(32.822457, -117.2548341)"
5290,"5700  COLLEGE GROVE DRIVE, SAN DIEGO","(32.7362693, -117.0728299)"
5291,"0  GENESEE AVENUE, SAN DIEGO","(32.8419881, -117.1975858)"
5292,"15000  INNOVATION DRIVE, SAN DIEGO","(32.9887041, -117.0769923)"
5293,"700  65TH STREET, SAN DIEGO","(32.7122398, -117.0582449)"
5294,"1300  TORREY PINES ROAD, SAN DIEGO","(32.8448211, -117.2699116)"
5295,"6800  POTOMAC STREET, SAN DIEGO","(32.6866107, -117.048922)"
5296,"600  16TH STREET, SAN DIEGO","(32.584532, -117.0994807)"
5297,"700  FRONT STREET, SAN DIEGO","(32.7129592, -117.1652608)"
5298,"900  DENNERY ROAD, SAN DIEGO","(32.57768490000001, -117.0358285)"
5299,"11400  SCRIPPS RANCH BOULEVARD, SAN DIEGO","(32.92412660000001, -117.0996951)"
5300,"7000  FRIARS ROAD, SAN DIEGO","(32.7693892, -117.1701881)"
5301,"3700  CAM DEL RIO WEST , SAN DIEGO","(32.7553743, -117.2049882)"
5302,"1000 S 28TH STREET, SAN DIEGO","(32.6959285, -117.1338147)"
5303,"600 W BROADWAY , SAN DIEGO","(32.7164928, -117.168661)"
5304,"10000  FRIARS ROAD, SAN DIEGO","(32.7888528, -117.1116335)"
5305,"11400  SPITFIRE ROAD, SAN DIEGO","(32.9263873, -117.1161062)"
5306,"3200  LA JOLLA VILLAGE DRIVE, SAN DIEGO","(32.8717686, -117.2337499)"
5307,"3000  BOSTON AVENUE, SAN DIEGO","(32.6938596, -117.1293442)"
5308,"3900  MC GUIRE DRIVE, SAN DIEGO","(32.9528285, -117.2288251)"
5309,"4200  NOBEL DRIVE, SAN DIEGO","(32.8667993, -117.215322)"
5310,"3300  CLAIREMONT DRIVE, SAN DIEGO","(32.8007436, -117.1963506)"
5311,"0  CHEROKEE AVENUE, SAN DIEGO","(32.7532845, -117.114319)"
5312,"6100  RANCHO MISSION ROAD, SAN DIEGO","(32.7849477, -117.1104112)"
5313,"3100  KEMPER STREET, SAN DIEGO","(32.7493389, -117.2179893)"
5314,"3000  NIMITZ BOULEVARD, SAN DIEGO","(32.7286659, -117.2258437)"
5315,"11800  RANCHO BERNARDO ROAD, SAN DIEGO","(33.0229553, -117.0772762)"
5316,"5800  DIVISION STREET, SAN DIEGO","(32.6927555, -117.0734655)"
5317,"0  10TH AVENUE, SAN DIEGO","(32.7128613, -117.1552973)"
5318,"3800  VALLEY CENTRE DRIVE, SAN DIEGO","(32.937789, -117.2333244)"
5319,"15800  BERNARDO CENTER DRIVE, SAN DIEGO","(33.0052287, -117.0921782)"
5320,"4700  ORANGE AVENUE, SAN DIEGO","(32.7531128, -117.0933188)"
5321,"4700  EL CAJON BOULEVARD, SAN DIEGO","(32.7559604, -117.0929375)"
5322,"3700  Z STREET, SAN DIEGO","(32.6925983, -117.1140734)"
5323,"3400  GENESEE AVENUE, SAN DIEGO","(32.80093430000001, -117.1734061)"
5324,"600  CAM DEL RIO SOUTH , SAN DIEGO","(32.764383, -117.1556461)"
5325,"2900  TORREY PINES ROAD, SAN DIEGO","(32.8556413, -117.2460722)"
5326,"3500  NATIONAL AVENUE, SAN DIEGO","(32.6962732, -117.1188471)"
5327,"3900  SANTO ROAD, SAN DIEGO","(32.8126649, -117.1060778)"
5328,"3200  05TH AVENUE, SAN DIEGO","(32.715738, -117.1610838)"
5329,"4600  LOGAN AVENUE, SAN DIEGO","(32.6968074, -117.0959209)"
5330,"2900  DATE STREET, SAN DIEGO","(32.7234193, -117.1320093)"
5331,"3200  INGRAHAM STREET, SAN DIEGO","(32.7777541, -117.2358026)"
5332,"2700  SNOWDROP STREET, SAN DIEGO","(32.7347862, -117.1045462)"
5333,"5000  EL CAJON BOULEVARD, SAN DIEGO","(32.75681, -117.0868611)"
5334,"4700  LIMERICK AVENUE, SAN DIEGO","(32.8294433, -117.1788786)"
5335,"3500  FAIRMOUNT AVENUE, SAN DIEGO","(32.7421743, -117.1011831)"
5336,"8300  MIRA MESA BOULEVARD, SAN DIEGO","(32.9136598, -117.1448019)"
5337,"900  COAST BOULEVARD, SAN DIEGO","(32.8473772, -117.2773638)"
5338,"11200  CAM RUIZ , SAN DIEGO","(32.9250686, -117.1440688)"
5339,"0  14TH STREET, SAN DIEGO","(32.7110276, -117.1519048)"
5340,"0  31ST STREET, SAN DIEGO","(32.7270466, -117.1274789)"
5341,"0  CLAIREMONT DRIVE, SAN DIEGO","(32.8117985, -117.2009211)"
5342,"5100  LA DORNA STREET, SAN DIEGO","(32.7713852, -117.059304)"
5343,"3700  35TH STREET, SAN DIEGO","(32.746058, -117.1181112)"
5344,"0  NIMITZ BOULEVARD, SAN DIEGO","(32.7392185, -117.2313564)"
5345,"0 W B STREET, SAN DIEGO","(32.7177702, -117.1668148)"
5346,"9400  KEARNY VILLA ROAD, SAN DIEGO","(32.8942091, -117.1199927)"
5347,"4300  FAIRMOUNT AVENUE, SAN DIEGO","(32.7554092, -117.1011396)"
5348,"6300  IMPERIAL AVENUE, SAN DIEGO","(32.7100685, -117.0623821)"
5349,"7000  CLAIREMONT MESA BOULEVARD, SAN DIEGO","(32.8330384, -117.1642917)"
5350,"0  CARROLL CANYON ROAD, SAN DIEGO","(32.9027456, -117.1241047)"
5351,"300  WILLIE JAMES JONES AVENUE, SAN DIEGO","(32.7060969, -117.0885725)"
5352,"3500  MARKET STREET, SAN DIEGO","(32.7116315, -117.1179566)"
5353,"3700  47TH STREET, SAN DIEGO","(32.7458967, -117.0934131)"
5354,"1200  CAM DEL RIO NORTH , SAN DIEGO","(32.7669328, -117.15328)"
5355,"4000  IDAHO STREET, SAN DIEGO","(32.7503332, -117.1338627)"
5356,"1500  05TH AVENUE, SAN DIEGO","(32.715738, -117.1610838)"
5357,"9300  LIGHTWAVE AVENUE, SAN DIEGO","(32.8291605, -117.1297942)"
5358,"9900  GENESEE AVENUE, SAN DIEGO","(32.8863326, -117.2265948)"
5359,"400  CAM DEL RIO SOUTH , SAN DIEGO","(32.7617823, -117.1602736)"
5360,"5300  TROJAN AVENUE, SAN DIEGO","(32.7548911, -117.0813677)"
5361,"3600  03RD AVENUE, SAN DIEGO","(32.715738, -117.1610838)"
5362,"2000  OLIVER AVENUE, SAN DIEGO","(32.796631, -117.2320217)"
5363,"200 W A STREET, SAN DIEGO","(32.7188166, -117.1647522)"
5364,"1000  GARNET AVENUE, SAN DIEGO","(32.7977144, -117.2516744)"
5365,"2300  PAN AMERICAN EAST ROAD, SAN DIEGO","(32.7303362, -117.1505395)"
5366,"2700  A STREET, SAN DIEGO","(32.7189716, -117.1360303)"
5367,"600  16TH STREET, SAN DIEGO","(32.584532, -117.0994807)"
5368,"3400  ORANGE AVENUE, SAN DIEGO","(32.7533172, -117.1200907)"
5369,"6100  MT AGUILAR DRIVE, SAN DIEGO","(32.8172742, -117.176364)"
5370,"2200  HOTEL NORTH CIRCLE, SAN DIEGO","(32.759778, -117.1841839)"
5371,"0  LYTTON STREET, SAN DIEGO","(32.7436606, -117.2106642)"
5372,"1000  SILVERADO STREET, SAN DIEGO","(32.8450888, -117.2739654)"
5373,"4600  SANTA FE STREET, SAN DIEGO","(32.8073561, -117.2157536)"
5374,"1700  C STREET, SAN DIEGO","(32.7168161, -117.1484371)"
5375,"2200  DUNLOP STREET, SAN DIEGO","(32.7844934, -117.166606)"
5376,"1000 W LAUREL STREET, SAN DIEGO","(32.7300575, -117.1719993)"
5377,"5000  CAM DE LA SIESTA , SAN DIEGO","(32.7653246, -117.160398)"
5378,"500 W BROADWAY , SAN DIEGO","(32.7160026, -117.167788)"
5379,"2200  CAM DEL RIO NORTH , SAN DIEGO","(32.7712941, -117.1410651)"
5380,"0  CONVOY STREET, SAN DIEGO","(32.8301131, -117.1526857)"
5381,"11300  BLACK MTN ROAD, SAN DIEGO","(32.9243381, -117.1246235)"
5382,"11800  RANCHO BERNARDO ROAD, SAN DIEGO","(33.0229553, -117.0772762)"
5383,"12500  HIGHLAND VALLEY ROAD, SAN DIEGO","(33.0534371, -117.0659662)"
5384,"13200  BLACK MTN ROAD, SAN DIEGO","(32.9574134, -117.1285501)"
5385,"2600  CHATSWORTH BOULEVARD, SAN DIEGO","(32.7431514, -117.2225977)"
5386,"6900  GENESEE AVENUE, SAN DIEGO","(32.8597201, -117.207631)"
5387,"3100  05TH AVENUE, SAN DIEGO","(32.715738, -117.1610838)"
5388,"4800  BAYARD STREET, SAN DIEGO","(32.8016205, -117.2550899)"
5389,"3700  MARKET STREET, SAN DIEGO","(32.71183980000001, -117.1147516)"
5390,"8200  JADE COURT, SAN DIEGO","(32.5745111, -117.0193422)"
5391,"2200  SUNSET CLIFFS BOULEVARD, SAN DIEGO","(32.749905, -117.24317)"
5392,"10300  FRIARS ROAD, SAN DIEGO","(32.7910835, -117.1014638)"
5393,"3800  CAM DEL RIO NORTH , SAN DIEGO","(32.7802645, -117.1153175)"
5394,"0  I-8 WB , SAN DIEGO","(32.7595499, -117.1737903)"
5395,"2200  WEST MISSION BAY DRIVE, SAN DIEGO","(32.7663443, -117.230525)"
5396,"4300  TEMECULA STREET, SAN DIEGO","(32.7508113, -117.2296769)"
5397,"4000  LOUISIANA STREET, SAN DIEGO","(32.7503291, -117.1400449)"
5398,"4700  PACIFIC HIGHWAY, SAN DIEGO","(32.7585521, -117.2020706)"
5399,"4200  LOUISIANA STREET, SAN DIEGO","(32.754053, -117.1400608)"
5400,"2800  TORREY PINES SCENIC DRIVE, SAN DIEGO","(32.8898837, -117.2511938)"
5401,"5300  METRO STREET, SAN DIEGO","(32.766468, -117.1970886)"
5402,"5300  FOXHOUND WAY, SAN DIEGO","(32.9291252, -117.2067586)"
5403,"2400  IMPERIAL AVENUE, SAN DIEGO","(32.706321, -117.1424175)"
5404,"4600  ORTEN STREET, SAN DIEGO","(32.7817896, -117.2012859)"
5405,"3900  FLORENCE STREET, SAN DIEGO","(32.698019, -117.110321)"
5406,"4700  RUFFIN ROAD, SAN DIEGO","(32.8241614, -117.1285655)"
5407,"800  REEF DRIVE, SAN DIEGO","(32.5818377, -117.0641248)"
5408,"3600  FAIRMOUNT AVENUE, SAN DIEGO","(32.7441937, -117.1011577)"
5409,"0  JAMACHA ROAD, SAN DIEGO","(32.7173601, -117.0265954)"
5410,"900  SWEETWATER ROAD, SAN DIEGO","(32.7122165, -117.0126693)"
5411,"9800  MIRA MESA BOULEVARD, SAN DIEGO","(32.9173065, -117.1173768)"
5412,"1700  G STREET, SAN DIEGO","(32.712644, -117.1485776)"
5413,"15800  BERNARDO CENTER DRIVE, SAN DIEGO","(33.0052287, -117.0921782)"
5414,"4400  MISSION BOULEVARD, SAN DIEGO","(32.7947879, -117.2550507)"
5415,"6700  ALVARADO ROAD, SAN DIEGO","(32.776913, -117.055216)"
5416,"16800  WEST BERNARDO DRIVE, SAN DIEGO","(33.0181113, -117.0817257)"
5417,"4200  CLAIREMONT MESA BOULEVARD, SAN DIEGO","(32.8311724, -117.2017713)"
5418,"8200  CAMTO MARITIMO , SAN DIEGO","(32.715738, -117.1610838)"
5419,"3600  ADAMS AVENUE, SAN DIEGO","(32.7633331, -117.1151739)"
5420,"8000  OTHELLO AVENUE, SAN DIEGO","(32.817885, -117.1514783)"
5421,"6300  COLLEGE AVENUE, SAN DIEGO","(32.7924699, -117.0668096)"
5422,"4100  INGRAHAM STREET, SAN DIEGO","(32.793957, -117.239098)"
5423,"9500  GENESEE AVENUE, SAN DIEGO","(32.8796969, -117.2158394)"
5424,"13200  BLACK MTN ROAD, SAN DIEGO","(32.9574134, -117.1285501)"
5425,"6100  EL CAJON BOULEVARD, SAN DIEGO","(32.7618947, -117.0661859)"
5426,"5100  BOWDEN AVENUE, SAN DIEGO","(32.8265692, -117.1823251)"
5427,"5300  ORANGE AVENUE, SAN DIEGO","(32.7536842, -117.0809869)"
5428,"5000  EL CAJON BOULEVARD, SAN DIEGO","(32.75681, -117.0868611)"
5429,"3300  MURRAY RIDGE ROAD, SAN DIEGO","(32.8037397, -117.1411751)"
5430,"7000  EL CAJON BOULEVARD, SAN DIEGO","(32.7687524, -117.0469933)"
5431,"0  DALEHAVEN PLACE, SAN DIEGO","(32.7288905, -117.0894159)"
5432,"5900  STREAMVIEW DRIVE, SAN DIEGO","(32.7448552, -117.0692461)"
5433,"4500  MARKET STREET, SAN DIEGO","(32.7115059, -117.0978466)"
5434,"4200  NOBEL DRIVE, SAN DIEGO","(32.8667993, -117.215322)"
5435,"500  60TH STREET, SAN DIEGO","(32.7094173, -117.0680076)"
5436,"5100  CLAIREMONT MESA BOULEVARD, SAN DIEGO","(32.8346497, -117.1806235)"
5437,"200  06TH AVENUE, SAN DIEGO","(32.715738, -117.1610838)"
5438,"1500  EUCLID AVENUE, SAN DIEGO","(32.7207656, -117.0849563)"
5439,"1700  31ST STREET, SAN DIEGO","(32.723516, -117.1277454)"
5440,"5700  MARIPOSA PLACE, SAN DIEGO","(32.68929, -117.0729433)"
5441,"1000  VIA LAS CUMBRES , SAN DIEGO","(32.7663356, -117.1836392)"
5442,"1600  THERMAL AVENUE, SAN DIEGO","(32.5673219, -117.0971193)"
5443,"900  UNIVERSITY AVENUE, SAN DIEGO","(32.7483901, -117.1563155)"
5444,"4000  ALPHA STREET, SAN DIEGO","(32.6923707, -117.1080699)"
5445,"5000  67TH STREET, SAN DIEGO","(32.7698881, -117.0536811)"
5446,"9800  MIRA MESA BOULEVARD, SAN DIEGO","(32.9173065, -117.1173768)"
5447,"500 W BEECH STREET, SAN DIEGO","(32.7208864, -117.1674006)"
5448,"700  PENNSYLVANIA AVENUE, SAN DIEGO","(32.7451424, -117.1583824)"
5449,"100 S 58TH STREET, SAN DIEGO","(32.703948, -117.0735984)"
5450,"3900  JUPITER STREET, SAN DIEGO","(32.755676, -117.219833)"
5451,"4100  PACIFIC HIGHWAY, SAN DIEGO","(32.7439668, -117.1922592)"
5452,"4600  PACIFIC HIGHWAY, SAN DIEGO","(32.755467, -117.201201)"
5453,"6500  JAFFE COURT, SAN DIEGO","(32.8006121, -117.0110796)"
5454,"4700  EL CAJON BOULEVARD, SAN DIEGO","(32.7559604, -117.0929375)"
5455,"2800  GARNET AVENUE, SAN DIEGO","(32.8061675, -117.2189142)"
5456,"7600  BALBOA AVENUE, SAN DIEGO","(32.8223491, -117.1594129)"
5457,"7000  PETIT STREET, SAN DIEGO","(32.8183432, -117.1681968)"
5458,"4300  VOLTAIRE STREET, SAN DIEGO","(32.7453484, -117.2359666)"
5459,"2300  ETIWANDA STREET, SAN DIEGO","(32.7481697, -117.2374985)"
5460,"12000  WORLD TRADE DRIVE, SAN DIEGO","(32.9805938, -117.0753538)"
5461,"4100  WIGHTMAN STREET, SAN DIEGO","(32.7477964, -117.1069499)"
5462,"0  25TH STREET, SAN DIEGO","(32.7125073, -117.1402608)"
5463,"5400  EL CAJON BOULEVARD, SAN DIEGO","(32.7579258, -117.079265)"
5464,"0  CENTRE STREET, SAN DIEGO","(32.7493306, -117.1479447)"
5465,"4900  UNIVERSITY AVENUE, SAN DIEGO","(32.7497739, -117.0889524)"
5466,"3200  FRANKLIN AVENUE, SAN DIEGO","(32.7022461, -117.1251898)"
5467,"2400  ROLL DRIVE, SAN DIEGO","(32.5545902, -116.9380067)"
5468,"900  60TH STREET, SAN DIEGO","(32.7146876, -117.0682913)"
5469,"4700  VAN DYKE AVENUE, SAN DIEGO","(32.7632254, -117.1023616)"
5470,"10400  CAM RUIZ , SAN DIEGO","(32.715738, -117.1610838)"
5471,"4900  CASS STREET, SAN DIEGO","(32.8039024, -117.2538291)"
5472,"4000  04TH AVENUE, SAN DIEGO","(32.7548564, -117.1616766)"
5473,"3100  SPORTS ARENA BOULEVARD, SAN DIEGO","(32.7519338, -117.2053239)"
5474,"2100  CAM DEL ESTE , SAN DIEGO","(32.7719754, -117.1445322)"
